Ticker,Sector
KEX,Industrials
KEY,Financial Services
KEYS,Technology
KFRC,Industrials
KFY,Industrials
KHC,Consumer Defensive
KIDS,Healthcare
KIM,Real Estate
KKR,Financial Services
KLAC,Technology
KLIC,Technology
KMB,Consumer Defensive
KMI,Energy
KMPR,Financial Services
KMT,Industrials
KMX,Consumer Cyclical
KN,Technology
KNSA,Healthcare
KNSL,Financial Services
KNTK,Energy
KNX,Industrials
KO,Consumer Defensive
KOD,Healthcare
KODK,Industrials
KOP,Basic Materials
KOS,Energy
KR,Consumer Defensive
KRC,Real Estate
KREF,Real Estate
KRG,Real Estate
KRNY,Financial Services
KRYS,Healthcare
KSS,Consumer Cyclical
KTOS,Industrials
KURA,Healthcare
KW,Real Estate
KWR,Basic Materials
L,Financial Services
LAB,Healthcare
LAD,Consumer Cyclical
LADR,Real Estate
LAMR,Real Estate
LANC,Consumer Defensive
LAND,Real Estate
LASR,Technology
LAUR,Consumer Defensive
LAZ,Financial Services
LBRDA,Communication Services
LBRDK,Communication Services
LBRT,Energy
LBTYA,Communication Services
LBTYK,Communication Services
LC,Financial Services
LCII,Consumer Cyclical
LDOS,Technology
LEA,Consumer Cyclical
LECO,Industrials
LEG,Consumer Cyclical
LEN,Consumer Cyclical
LEU,Energy
LFUS,Technology
LGIH,Consumer Cyclical
LGND,Healthcare
LH,Healthcare
LHX,Industrials
LII,Industrials
LILA,Communication Services
LILAK,Communication Services
LIN,Basic Materials
LINC,Consumer Defensive
LIND,Consumer Cyclical
LITE,Technology
LIVN,Healthcare
LKFN,Financial Services
LKQ,Consumer Cyclical
LLY,Healthcare
LMAT,Healthcare
LMB,Industrials
LMNR,Consumer Defensive
LMT,Industrials
LNC,Financial Services
LNG,Energy
LNN,Industrials
LNT,Utilities
LNTH,Healthcare
LNW,Consumer Cyclical
LOB,Financial Services
LOCO,Consumer Cyclical
LOPE,Consumer Defensive
LOVE,Consumer Cyclical
LOW,Consumer Cyclical
LPG,Energy
LPLA,Financial Services
LPRO,Financial Services
LPX,Industrials
LQDA,Healthcare
LQDT,Consumer Cyclical
LRCX,Technology
LRMR,Healthcare
LRN,Consumer Defensive
LSCC,Technology
LSEA,Real Estate
LSTR,Industrials
LTC,Real Estate
LULU,Consumer Cyclical
LUMN,Communication Services
LUV,Industrials
LVS,Consumer Cyclical
LW,Consumer Defensive
LWLG,Basic Materials
LXFR,Industrials
LXP,Real Estate
LXRX,Healthcare
LXU,Basic Materials
LYB,Basic Materials
LYTS,Technology
LYV,Communication Services
LZB,Consumer Cyclical
M,Consumer Cyclical
MA,Financial Services
MAA,Real Estate
MAC,Real Estate
MAN,Industrials
MANH,Technology
MAR,Consumer Cyclical
MARA,Financial Services
MAS,Industrials
MASI,Healthcare
MAT,Consumer Cyclical
MATV,Basic Materials
MATW,Industrials
MATX,Industrials
MBCN,Financial Services
MBI,Financial Services
MBIN,Financial Services
MBUU,Consumer Cyclical
MBWM,Financial Services
MC,Financial Services
MCB,Financial Services
MCD,Consumer Cyclical
MCFT,Consumer Cyclical
MCHP,Technology
MCK,Healthcare
MCO,Financial Services
MCRI,Consumer Cyclical
MCS,Communication Services
MCY,Financial Services
MD,Healthcare
MDB,Technology
MDGL,Healthcare
MDLZ,Consumer Defensive
MDT,Healthcare
MDU,Industrials
MDXG,Healthcare
MED,Consumer Cyclical
MEDP,Healthcare
MEI,Technology
MET,Financial Services
META,Communication Services
METC,Basic Materials
MFA,Real Estate
MGEE,Utilities
MGM,Consumer Cyclical
MGNI,Communication Services
MGNX,Healthcare
MGPI,Consumer Defensive
MGRC,Industrials
MGTX,Healthcare
MGY,Energy
MHK,Consumer Cyclical
MHO,Consumer Cyclical
MIDD,Industrials
MITK,Technology
MKC,Consumer Defensive
MKL,Financial Services
MKSI,Technology
MKTX,Financial Services
MLAB,Technology
MLI,Industrials
MLKN,Consumer Cyclical
MLM,Basic Materials
MLR,Consumer Cyclical
MMC,Financial Services
MMI,Real Estate
MMM,Industrials
MMS,Industrials
MMSI,Healthcare
MNKD,Healthcare
MNMD,Healthcare
MNRO,Consumer Cyclical
MNST,Consumer Defensive
MO,Consumer Defensive
MOD,Consumer Cyclical
MODG,Consumer Cyclical
MODV,Healthcare
MOFG,Financial Services
MOH,Healthcare
MORN,Financial Services
MOS,Basic Materials
MOV,Consumer Cyclical
MPB,Financial Services
MPC,Energy
MPW,Real Estate
MPWR,Technology
MRC,Energy
MRCY,Industrials
MRK,Healthcare
MRSN,Healthcare
MRTN,Industrials
MRVL,Technology
MS,Financial Services
MSA,Industrials
MSBI,Financial Services
MSCI,Financial Services
MSEX,Utilities
MSFT,Technology
MSGS,Communication Services
MSI,Technology
MSM,Industrials
MSTR,Technology
MTB,Financial Services
MTCH,Communication Services
MTD,Healthcare
MTDR,Energy
MTG,Financial Services
MTH,Consumer Cyclical
MTN,Consumer Cyclical
MTRN,Basic Materials
MTSI,Technology
MTUS,Basic Materials
MTW,Industrials
MTX,Basic Materials
MTZ,Industrials
MU,Technology
MUR,Energy
MUSA,Consumer Cyclical
MVBF,Financial Services
MVIS,Technology
MWA,Industrials
MXL,Technology
MYE,Consumer Cyclical
MYGN,Healthcare
MYRG,Industrials
NAGE,Healthcare
NAT,Energy
NAVI,Financial Services
NBHC,Financial Services
NBIX,Healthcare
NBN,Financial Services
NBR,Energy
NBTB,Financial Services
NCLH,Consumer Cyclical
NCMI,Communication Services
NDAQ,Financial Services
NDSN,Industrials
NECB,Financial Services
NEE,Utilities
NEM,Basic Materials
NEO,Healthcare
NEOG,Healthcare
NEU,Basic Materials
NEWT,Financial Services
NEXT,Energy
NFBK,Financial Services
NFG,Energy
NFLX,Communication Services
NG,Basic Materials
NGNE,Healthcare
NGVC,Consumer Defensive
NGVT,Basic Materials
NHC,Healthcare
NHI,Real Estate
NI,Utilities
NIC,Financial Services
NJR,Utilities
NKE,Consumer Cyclical
NLY,Real Estate
NMIH,Financial Services
NMRK,Real Estate
NNI,Financial Services
NNN,Real Estate
NOC,Industrials
NOG,Energy
NOV,Energy
NOVT,Technology
NOW,Technology
NPKI,Energy
NPO,Industrials
NRC,Healthcare
NRG,Utilities
NRIM,Financial Services
NSA,Real Estate
NSC,Industrials
NSIT,Technology
NSP,Industrials
NSSC,Industrials
NTAP,Technology
NTB,Financial Services
NTCT,Technology
NTGR,Technology
NTLA,Healthcare
NTNX,Technology
NTRA,Healthcare
NTRS,Financial Services
NUE,Basic Materials
NUS,Consumer Defensive
NVAX,Healthcare
NVCR,Healthcare
NVDA,Technology
NVEC,Technology
NVEE,Industrials
NVR,Consumer Cyclical
NVRI,Industrials
NVT,Industrials
NWBI,Financial Services
NWE,Utilities
NWL,Consumer Defensive
NWN,Utilities
NWPX,Basic Materials
NWS,Communication Services
NWSA,Communication Services
NX,Industrials
NXDT,Real Estate
NXRT,Real Estate
NXST,Communication Services
NYMT,Real Estate
NYT,Communication Services
O,Real Estate
OBK,Financial Services
OBT,Financial Services
OC,Industrials
OCFC,Financial Services
OCGN,Healthcare
OCUL,Healthcare
ODC,Basic Materials
ODFL,Industrials
ODP,Consumer Cyclical
OEC,Basic Materials
OFG,Financial Services
OFIX,Healthcare
OFLX,Industrials
OGE,Utilities
OGS,Utilities
OHI,Real Estate
OI,Consumer Cyclical
OII,Energy
OIS,Energy
OKE,Energy
OKTA,Technology
OLED,Technology
OLLI,Consumer Defensive
OLN,Basic Materials
OLP,Real Estate
OMC,Communication Services
OMCL,Healthcare
OMER,Healthcare
OMF,Financial Services
OMI,Healthcare
ON,Technology
ONB,Financial Services
ONIT,Financial Services
OOMA,Technology
OPCH,Healthcare
OPK,Healthcare
OPRX,Healthcare
ORA,Utilities
ORC,Real Estate
ORCL,Technology
ORGO,Healthcare
ORI,Financial Services
ORLY,Consumer Cyclical
ORRF,Financial Services
OSBC,Financial Services
OSIS,Technology
OSK,Industrials
OSPN,Technology
OSUR,Healthcare
OSW,Consumer Cyclical
OTLK,Healthcare
OTTR,Industrials
OUT,Real Estate
OVV,Energy
OXM,Consumer Cyclical
OXY,Energy
OZK,Financial Services
PACB,Healthcare
PACK,Consumer Cyclical
PAG,Consumer Cyclical
PAGS,Technology
PAHC,Healthcare
PANL,Industrials
PANW,Technology
PAR,Technology
PARA,Communication Services
PARR,Energy
PATK,Consumer Cyclical
PAYC,Technology
PAYS,Technology
PAYX,Technology
PB,Financial Services
PBF,Energy
PBH,Healthcare
PBI,Industrials
PBPB,Consumer Cyclical
PCAR,Industrials
PCG,Utilities
PCH,Real Estate
PCRX,Healthcare
PCTY,Technology
PDFS,Technology
PDM,Real Estate
PEB,Real Estate
PEBO,Financial Services
PEG,Utilities
PEGA,Technology
PEN,Healthcare
PENG,Technology
PENN,Consumer Cyclical
PEP,Consumer Defensive
PFBC,Financial Services
PFE,Healthcare
PFG,Financial Services
PFGC,Consumer Defensive
PFIS,Financial Services
PFS,Financial Services
PFSI,Financial Services
PG,Consumer Defensive
PGC,Financial Services
PGEN,Healthcare
PGR,Financial Services
PGRE,Real Estate
PH,Industrials
PHLT,Healthcare
PHM,Consumer Cyclical
PI,Technology
PII,Consumer Cyclical
PINC,Healthcare
PIPR,Financial Services
PJT,Financial Services
PK,Real Estate
PKE,Industrials
PKG,Consumer Cyclical
PLAB,Technology
PLAY,Communication Services
PLD,Real Estate
PLL,Basic Materials
PLNT,Consumer Cyclical
PLOW,Consumer Cyclical
PLPC,Industrials
PLSE,Healthcare
PLUG,Industrials
PLUS,Technology
PLXS,Technology
PLYM,Real Estate
PM,Consumer Defensive
PMT,Real Estate
PNC,Financial Services
PNFP,Financial Services
PNR,Industrials
PNW,Utilities
PODD,Healthcare
POOL,Industrials
POR,Utilities
POST,Consumer Defensive
POWI,Technology
POWL,Industrials
POWW,Industrials
PPBI,Financial Services
PPC,Consumer Defensive
PPG,Basic Materials
PPL,Utilities
PR,Energy
PRA,Financial Services
PRAA,Financial Services
PRDO,Consumer Defensive
PRG,Industrials
PRGO,Healthcare
PRGS,Technology
PRI,Financial Services
PRIM,Industrials
PRK,Financial Services
PRKS,Consumer Cyclical
PRLB,Industrials
PRMB,Consumer Defensive
PRO,Technology
PRSU,Consumer Cyclical
PRTA,Healthcare
PRTH,Technology
PRU,Financial Services
PSA,Real Estate
PSMT,Consumer Defensive
PSTG,Technology
PSX,Energy
PTC,Technology
PTCT,Healthcare
PTEN,Energy
PTGX,Healthcare
PUMP,Energy
PVH,Consumer Cyclical
PWR,Industrials
PYPL,Financial Services
PZZA,Consumer Cyclical
QCOM,Technology
QCRH,Financial Services
QDEL,Healthcare
QGEN,Healthcare
QLYS,Technology
QNST,Communication Services
QRVO,Technology
QTRX,Healthcare
QTTB,Healthcare
QTWO,Technology
R,Industrials
RAMP,Technology
RARE,Healthcare
RBA,Industrials
RBB,Financial Services
RBBN,Technology
RBC,Industrials
RBCAA,Financial Services
RC,Real Estate
RCEL,Healthcare
RCKT,Healthcare
RCL,Consumer Cyclical
RCUS,Healthcare
RDFN,Real Estate
RDN,Financial Services
RDNT,Healthcare
RDUS,Basic Materials
RDVT,Technology
REG,Real Estate
REGN,Healthcare
REI,Energy
REPL,Healthcare
REPX,Energy
RES,Energy
REVG,Industrials
REX,Basic Materials
REXR,Real Estate
REZI,Industrials
RF,Financial Services
RGA,Financial Services
RGEN,Healthcare
RGLD,Basic Materials
RGNX,Healthcare
RGP,Industrials
RGR,Industrials
RH,Consumer Cyclical
RHI,Industrials
RHP,Real Estate
RICK,Consumer Cyclical
RIG,Energy
RIGL,Healthcare
RILY,Financial Services
RIOT,Financial Services
RITM,Real Estate
RJF,Financial Services
RL,Consumer Cyclical
RLI,Financial Services
RLJ,Real Estate
RM,Financial Services
RMAX,Real Estate
RMBS,Technology
RMD,Healthcare
RMNI,Technology
RMR,Real Estate
RNG,Technology
RNR,Financial Services
RNST,Financial Services
ROAD,Industrials
ROCK,Industrials
ROG,Technology
ROK,Industrials
ROKU,Communication Services
ROL,Consumer Cyclical
ROP,Technology
ROST,Consumer Cyclical
RPAY,Technology
RPD,Technology
RPM,Basic Materials
RRC,Energy
RRR,Consumer Cyclical
RRX,Industrials
RS,Basic Materials
RSG,Industrials
RTX,Industrials
RUN,Technology
RUSHA,Consumer Cyclical
RUSHB,Consumer Cyclical
RVTY,Healthcare
RWT,Real Estate
RYAM,Basic Materials
RYI,Industrials
RYN,Real Estate
RYTM,Healthcare
SABR,Technology
SAFE,Real Estate
SAFT,Financial Services
SAGE,Healthcare
SAH,Consumer Cyclical
SAIA,Industrials
SAIC,Technology
SAM,Consumer Defensive
SANM,Technology
SATS,Communication Services
SAVA,Healthcare
SB,Industrials
SBAC,Real Estate
SBCF,Financial Services
SBGI,Communication Services
SBH,Consumer Cyclical
SBRA,Real Estate
SBSI,Financial Services
SBUX,Consumer Cyclical
SCCO,Basic Materials
SCHL,Communication Services
SCHW,Financial Services
SCI,Consumer Cyclical
SCL,Basic Materials
SCPH,Healthcare
SCS,Consumer Cyclical
SCSC,Technology
SCVL,Consumer Cyclical
SD,Energy
SEB,Industrials
SEE,Consumer Cyclical
SEI,Energy
SEIC,Financial Services
SEM,Healthcare
SENEA,Consumer Defensive
SF,Financial Services
SFBS,Financial Services
SFIX,Consumer Cyclical
SFL,Industrials
SFM,Consumer Defensive
SFNC,Financial Services
SFST,Financial Services
SGI,Consumer Cyclical
SGRY,Healthcare
SHAK,Consumer Cyclical
SHBI,Financial Services
SHEN,Communication Services
SHO,Real Estate
SHOO,Consumer Cyclical
SHW,Basic Materials
SHYF,Industrials
SIBN,Healthcare
SIG,Consumer Cyclical
SIGA,Healthcare
SIGI,Financial Services
SIRI,Communication Services
SITC,Real Estate
SITE,Industrials
SJM,Consumer Defensive
SKT,Real Estate
SKX,Consumer Cyclical
SKY,Consumer Cyclical
SKYW,Industrials
SLAB,Technology
SLB,Energy
SLG,Real Estate
SLGN,Consumer Cyclical
SLM,Financial Services
SLNO,Healthcare
SLP,Healthcare
SM,Energy
SMBC,Financial Services
SMBK,Financial Services
SMCI,Technology
SMG,Basic Materials
SMMT,Healthcare
SMP,Consumer Cyclical
SMPL,Consumer Defensive
SMTC,Technology
SNA,Industrials
SNBR,Consumer Cyclical
SNDR,Industrials
SNDX,Healthcare
SNEX,Financial Services
SNPS,Technology
SNV,Financial Services
SNX,Technology
SO,Utilities
SON,Consumer Cyclical
SONO,Technology
SPB,Consumer Defensive
SPCE,Industrials
SPG,Real Estate
SPGI,Financial Services
SPNS,Technology
SPNT,Financial Services
SPOK,Healthcare
SPOT,Communication Services
SPR,Industrials
SPSC,Technology
SPTN,Consumer Defensive
SPXC,Industrials
SR,Utilities
SRCE,Financial Services
SRDX,Healthcare
SRE,Utilities
SRI,Consumer Cyclical
SRPT,Healthcare
SRRK,Healthcare
SSB,Financial Services
SSD,Basic Materials
SSNC,Technology
SSP,Communication Services
SSRM,Basic Materials
SSTI,Technology
SSTK,Communication Services
ST,Technology
STAA,Healthcare
STAG,Real Estate
STBA,Financial Services
STC,Financial Services
STE,Healthcare
STEL,Financial Services
STGW,Communication Services
STKL,Consumer Defensive
STLD,Basic Materials
STNE,Technology
STNG,Energy
STR,Energy
STRA,Consumer Defensive
STRL,Industrials
STRO,Healthcare
STT,Financial Services
STWD,Real Estate
STZ,Consumer Defensive
SUI,Real Estate
SUPN,Healthcare
SVC,Real Estate
SVRA,Healthcare
SWBI,Industrials
SWK,Industrials
SWKS,Technology
SWX,Utilities
SXC,Basic Materials
SXI,Industrials
SXT,Basic Materials
SYBT,Financial Services
SYF,Financial Services
SYK,Healthcare
SYNA,Technology
SYRE,Healthcare
SYY,Consumer Defensive
T,Communication Services
TALO,Energy
TAP,Consumer Defensive
TBBK,Financial Services
TBCH,Technology
TBI,Industrials
TBPH,Healthcare
TCBI,Financial Services
TCBK,Financial Services
TCMD,Healthcare
TCX,Technology
TDC,Technology
TDG,Industrials
TDOC,Healthcare
TDS,Communication Services
TDW,Energy
TDY,Technology
TEAM,Technology
TECH,Healthcare
TENB,Technology
TER,Technology
TEX,Industrials
TFC,Financial Services
TFIN,Financial Services
TFSL,Financial Services
TFX,Healthcare
TG,Industrials
TGI,Industrials
TGLS,Basic Materials
TGNA,Communication Services
TGT,Consumer Defensive
TGTX,Healthcare
TH,Industrials
THC,Healthcare
THFF,Financial Services
THG,Financial Services
THO,Consumer Cyclical
THR,Industrials
THRM,Consumer Cyclical
THRY,Communication Services
THS,Consumer Defensive
TILE,Consumer Cyclical
TIPT,Financial Services
TITN,Industrials
TJX,Consumer Cyclical
TK,Energy
TKO,Communication Services
TKR,Industrials
TMHC,Consumer Cyclical
TMO,Healthcare
TMP,Financial Services
TMUS,Communication Services
TNC,Industrials
TNDM,Healthcare
TNET,Industrials
TNK,Energy
TNL,Consumer Cyclical
TOL,Consumer Cyclical
TOWN,Financial Services
TPB,Consumer Defensive
TPC,Industrials
TPH,Consumer Cyclical
TPIC,Industrials
TPL,Energy
TPR,Consumer Cyclical
TRC,Industrials
TREE,Financial Services
TREX,Industrials
TRGP,Energy
TRIP,Consumer Cyclical
TRMB,Technology
TRMK,Financial Services
TRN,Industrials
TRNO,Real Estate
TRNS,Industrials
TROW,Financial Services
TROX,Basic Materials
TRS,Consumer Cyclical
TRST,Financial Services
TRTX,Real Estate
TRU,Financial Services
TRUP,Financial Services
TRV,Financial Services
TSBK,Financial Services
TSCO,Consumer Cyclical
TSLA,Consumer Cyclical
TSN,Consumer Defensive
TT,Industrials
TTC,Industrials
TTD,Communication Services
TTEC,Technology
TTEK,Industrials
TTGT,Technology
TTI,Industrials
TTMI,Technology
TTWO,Communication Services
TVTX,Healthcare
TWI,Industrials
TWLO,Technology
TWO,Real Estate
TWST,Healthcare
TXN,Technology
TXNM,Utilities
TXRH,Consumer Cyclical
TXT,Industrials
TYL,Technology
UA,Consumer Cyclical
UAA,Consumer Cyclical
UAL,Industrials
UBSI,Financial Services
UCB,Financial Services
UCTT,Technology
UDR,Real Estate
UE,Real Estate
UEC,Energy
UFCS,Financial Services
UFPI,Basic Materials
UFPT,Healthcare
UGI,Utilities
UHAL,Industrials
UHS,Healthcare
UHT,Real Estate
UI,Technology
UIS,Technology
ULH,Industrials
ULTA,Consumer Cyclical
UMBF,Financial Services
UMH,Real Estate
UNF,Industrials
UNFI,Consumer Defensive
UNH,Healthcare
UNIT,Real Estate
UNM,Financial Services
UNP,Industrials
UNTY,Financial Services
UPBD,Technology
UPS,Industrials
UPWK,Communication Services
URBN,Consumer Cyclical
URG,Energy
URGN,Healthcare
URI,Industrials
USB,Financial Services
USFD,Consumer Defensive
USLM,Basic Materials
USNA,Consumer Defensive
USPH,Healthcare
UTHR,Healthcare
UTI,Consumer Defensive
UTL,Utilities
UTMD,Healthcare
UTZ,Consumer Defensive
UUUU,Energy
UVE,Financial Services
UVSP,Financial Services
UVV,Consumer Defensive
V,Financial Services
VAC,Consumer Cyclical
VBTX,Financial Services
VC,Consumer Cyclical
VCEL,Healthcare
VCTR,Financial Services
VCYT,Healthcare
VECO,Technology
VEEV,Healthcare
VFC,Consumer Cyclical
VIAV,Technology
VICI,Real Estate
VICR,Technology
VIRT,Financial Services
VKTX,Healthcare
VLO,Energy
VLY,Financial Services
VMC,Basic Materials
VMI,Industrials
VNDA,Healthcare
VNO,Real Estate
VNOM,Energy
VOYA,Financial Services
VPG,Technology
VRDN,Healthcare
VRE,Real Estate
VREX,Healthcare
VRNS,Technology
VRNT,Technology
VRRM,Technology
VRSK,Industrials
VRSN,Technology
VRT,Industrials
VRTS,Financial Services
VRTX,Healthcare
VSAT,Technology
VSEC,Industrials
VSH,Technology
VST,Utilities
VTLE,Energy
VTOL,Energy
VTR,Real Estate
VTRS,Healthcare
VVV,Consumer Cyclical
VVX,Industrials
VYGR,Healthcare
VYX,Technology
VZ,Communication Services
W,Consumer Cyclical
WAB,Industrials
WABC,Financial Services
WAFD,Financial Services
WAL,Financial Services
WASH,Financial Services
WAT,Healthcare
WBA,Healthcare
WBD,Communication Services
WBS,Financial Services
WCC,Industrials
WD,Financial Services
WDAY,Technology
WDC,Technology
WDFC,Basic Materials
WEC,Utilities
WELL,Real Estate
WEN,Consumer Cyclical
WERN,Industrials
WEX,Technology
WFC,Financial Services
WGO,Consumer Cyclical
WH,Consumer Cyclical
WHD,Energy
WHR,Consumer Cyclical
WINA,Consumer Cyclical
WING,Consumer Cyclical
WK,Technology
WKC,Energy
WLDN,Industrials
WLFC,Industrials
WLK,Basic Materials
WLY,Communication Services
WM,Industrials
WMB,Energy
WMK,Consumer Defensive
WMS,Industrials
WMT,Consumer Defensive
WNC,Industrials
WNS,Technology
WOLF,Technology
WOR,Industrials
WOW,Communication Services
WPC,Real Estate
WRB,Financial Services
WRLD,Financial Services
WSBC,Financial Services
WSBF,Financial Services
WSC,Industrials
WSFS,Financial Services
WSM,Consumer Cyclical
WSO,Industrials
WSR,Real Estate
WST,Healthcare
WT,Financial Services
WTBA,Financial Services
WTFC,Financial Services
WTI,Energy
WTM,Financial Services
WTRG,Utilities
WTS,Industrials
WTTR,Energy
WTW,Financial Services
WU,Financial Services
WULF,Financial Services
WVE,Healthcare
WWD,Industrials
WWW,Consumer Cyclical
WY,Real Estate
WYNN,Consumer Cyclical
XEL,Utilities
XERS,Healthcare
XFOR,Healthcare
XHR,Real Estate
XNCR,Healthcare
XOM,Energy
XPO,Industrials
XPRO,Energy
XRAY,Healthcare
XRX,Technology
XYL,Industrials
XYZ,Technology
YELP,Communication Services
YETI,Consumer Cyclical
YEXT,Technology
YMAB,Healthcare
YORW,Utilities
YUM,Consumer Cyclical
Z,Communication Services
ZBH,Healthcare
ZBRA,Technology
ZD,Communication Services
ZEUS,Basic Materials
ZG,Communication Services
ZION,Financial Services
ZS,Technology
ZTS,Healthcare
ZUMZ,Consumer Cyclical
ZVRA,Healthcare
ZWS,Industrials
ZYME,Healthcare
ZYXI,Healthcare
